SMITH,1.0000
JOHNSON,0.8956
WILLIAMS,0.8326
BROWN,0.7941
JONES,0.7917
GARCIA,0.7386
MILLER,0.7377
DAVIS,0.7285
RODRIGUEZ,0.7241
MARTINEZ,0.7169
HERNANDEZ,0.7135
LOPEZ,0.6789
GONZALEZ,0.6721
WILSON,0.6641
ANDERSON,0.6605
THOMAS,0.6547
TAYLOR,0.6537
MOORE,0.6482
JACKSON,0.6449
MARTIN,0.6437
LEE,0.6418
PEREZ,0.6394
THOMPSON,0.6360
WHITE,0.6351
HARRIS,0.6277
SANCHEZ,0.6253
CLARK,0.6151
RAMIREZ,0.6140
LEWIS,0.6087
ROBINSON,0.6083
WALKER,0.6070
YOUNG,0.5990
ALLEN,0.5987
HALL,0.5968
KING,0.5951
WRIGHT,0.5938
SCOTT,0.5898
TORRES,0.5895
NGUYEN,0.5894
HILL,0.5889
FLORES,0.5887
GREEN,0.5879
ADAMS,0.5874
NELSON,0.5868
BAKER,0.5857
RIVERA,0.5799
CAMPBELL,0.5789
MITCHELL,0.5785
CARTER,0.5770
ROBERTS,0.5770
GOMEZ,0.5747
PHILLIPS,0.5737
EVANS,0.5726
TURNER,0.5712
DIAZ,0.5710
PARKER,0.5686
CRUZ,0.5682
EDWARDS,0.5679
COLLINS,0.5673
REYES,0.5669
STEWART,0.5663
MORRIS,0.5651
MORALES,0.5636
MURPHY,0.5629
COOK,0.5617
ROGERS,0.5617
GUTIERREZ,0.5598
ORTIZ,0.5585
MORGAN,0.5584
COOPER,0.5573
PETERSON,0.5567
BAILEY,0.5566
REED,0.5565
KELLY,0.5545
BELL,0.5540
HOWARD,0.5540
RAMOS,0.5537
KIM,0.5534
COX,0.5532
WARD,0.5531
RICHARDSON,0.5529
WATSON,0.5514
BROOKS,0.5513
CHAVEZ,0.5511
WOOD,0.5511
JAMES,0.5508
BENNETT,0.5504
GRAY,0.5501
MENDOZA,0.5494
RUIZ,0.5485
HUGHES,0.5481
PRICE,0.5479
ALVAREZ,0.5476
CASTILLO,0.5469
SANDERS,0.5469
PATEL,0.5468
MYERS,0.5468
ROSS,0.5467
LONG,0.5467
FOSTER,0.5463
JIMENEZ,0.5462
POWELL,0.5457
JENKINS,0.5453
PERRY,0.5451
RUSSELL,0.5450
SULLIVAN,0.5449
BUTLER,0.5445
COLEMAN,0.5445
HENDERSON,0.5444
BARNES,0.5443
FISHER,0.5436
GONZALES,0.5436
VASQUEZ,0.5432
SIMMONS,0.5427
JORDAN,0.5423
ROMERO,0.5423
PATTERSON,0.5417
ALEXANDER,0.5415
HAMILTON,0.5409
GRAHAM,0.5408
REYNOLDS,0.5406
GRIFFIN,0.5402
WALLACE,0.5400
MORENO,0.5399
WEST,0.5397
COLE,0.5396
HAYES,0.5394
BRYANT,0.5391
HERRERA,0.5390
GIBSON,0.5386
ELLIS,0.5383
MEDINA,0.5382
TRAN,0.5382
AGUILAR,0.5377
STEVENS,0.5376
FORD,0.5374
MURRAY,0.5374
CASTRO,0.5372
MARSHALL,0.5372
OWENS,0.5370
HARRISON,0.5367
FERNANDEZ,0.5366
MCDONALD,0.5365
WASHINGTON,0.5359
WOODS,0.5359
KENNEDY,0.5358
WELLS,0.5356
VARGAS,0.5351
HENRY,0.5345
CHEN,0.5342
FREEMAN,0.5342
WEBB,0.5341
TUCKER,0.5338
GUZMAN,0.5337
BURNS,0.5335
CRAWFORD,0.5332
OLSON,0.5331
PORTER,0.5329
SIMPSON,0.5329
HUNTER,0.5328
MENDEZ,0.5326
GORDON,0.5326
SILVA,0.5326
SHAW,0.5323
MASON,0.5323
SNYDER,0.5323
DIXON,0.5321
MUNOZ,0.5319
HUNT,0.5319
HICKS,0.5319
HOLMES,0.5316
PALMER,0.5315
WAGNER,0.5314
BLACK,0.5312
ROSE,0.5309
ROBERTSON,0.5309
STONE,0.5309
BOYD,0.5309
SALAZAR,0.5307
WARREN,0.5306
MILLS,0.5306
FOX,0.5306
MEYER,0.5304
RICE,0.5301
SCHMIDT,0.5295
GARZA,0.5295
FERGUSON,0.5294
DANIELS,0.5294
NICHOLS,0.5292
STEPHENS,0.5290
SOTO,0.5290
WEAVER,0.5289
RYAN,0.5288
GARDNER,0.5287
PAYNE,0.5286
GRANT,0.5285
DUNN,0.5284
KELLEY,0.5282
HAWKINS,0.5280
SPENCER,0.5280
PIERCE,0.5278
ARNOLD,0.5278
VAZQUEZ,0.5277
HANSEN,0.5276
PETERS,0.5275
HART,0.5275
SANTOS,0.5274
KNIGHT,0.5273
BRADLEY,0.5273
ELLIOTT,0.5272
CUNNINGHAM,0.5271
HUDSON,0.5270
DUNCAN,0.5270
ARMSTRONG,0.5270
LANE,0.5268
CARROLL,0.5268
ANDREWS,0.5267
RILEY,0.5267
ALVARADO,0.5266
RAY,0.5266
HOFFMAN,0.5265
DELGADO,0.5265
BERRY,0.5265
PERKINS,0.5262
MATTHEWS,0.5262
JOHNSTON,0.5262
PENA,0.5260
RICHARDS,0.5260
WILLIS,0.5260
CARPENTER,0.5259
CONTRERAS,0.5259
LAWRENCE,0.5258
SANDOVAL,0.5257
GUERRERO,0.5256
GEORGE,0.5256
CHAPMAN,0.5255
RIOS,0.5254
WATKINS,0.5253
ESTRADA,0.5253
ORTEGA,0.5253
GREENE,0.5251
WHEELER,0.5249
NUNEZ,0.5249
VALDEZ,0.5248
HARPER,0.5248
LARSON,0.5244
BURKE,0.5244
SANTIAGO,0.5242
MORRISON,0.5241
MALDONADO,0.5241
CARLSON,0.5240
FRANKLIN,0.5239
AUSTIN,0.5237
CARR,0.5236
DOMINGUEZ,0.5236
LAWSON,0.5236
OBRIEN,0.5235
JACOBS,0.5235
LYNCH,0.5233
SINGH,0.5231
VEGA,0.5231
BISHOP,0.5231
MONTGOMERY,0.5230
JENSEN,0.5229
OLIVER,0.5229
HARVEY,0.5229
WILLIAMSON,0.5228
GILBERT,0.5228
DEAN,0.5225
SIMS,0.5224
ESPINOZA,0.5221
HOWELL,0.5221
HANSON,0.5220
REID,0.5220
LI,0.5220
GARRETT,0.5219
WONG,0.5219
LE,0.5218
BURTON,0.5218
MCCOY,0.5218
FULLER,0.5217
WANG,0.5216
WEBER,0.5216
WELCH,0.5215
ROJAS,0.5213
FIELDS,0.5212
LUCAS,0.5212
MARQUEZ,0.5211
PARK,0.5209
LITTLE,0.5208
BANKS,0.5208
YANG,0.5208
WALSH,0.5207
SCHULTZ,0.5207
DAY,0.5207
BOWMAN,0.5206
PADILLA,0.5206
WALTERS,0.5205
FOWLER,0.5205
LUNA,0.5204
DAVIDSON,0.5204
MEJIA,0.5203
MAY,0.5203
BREWER,0.5203
ACOSTA,0.5202
HOLLAND,0.5201
PEARSON,0.5200
NEWMAN,0.5200
SCHNEIDER,0.5199
CURTIS,0.5199
JUAREZ,0.5199
DOUGLAS,0.5199
CORTEZ,0.5198
JOSEPH,0.5197
BARRETT,0.5196
NAVARRO,0.5194
KELLER,0.5192
FIGUEROA,0.5192
WADE,0.5189
STANLEY,0.5189
AVILA,0.5189
HOPKINS,0.5189
MOLINA,0.5188
CAMPOS,0.5187
BARNETT,0.5186
BATES,0.5186
CHAMBERS,0.5185
BECK,0.5183
CALDWELL,0.5183
LAMBERT,0.5182
MIRANDA,0.5181
BYRD,0.5180
