.com,0.62
.net,0.12
.org,0.07
.co,0.05
.io,0.04
.ai,0.02
.biz,0.015
.info,0.015
.me,0.01
.tech,0.01
.app,0.01
.cloud,0.008
.dev,0.008
.email,0.006
.solutions,0.006
.services,0.006
.consulting,0.006
.agency,0.006
.company,0.006
.digital,0.005
.systems,0.005
.software,0.005
.support,0.005
.finance,0.004
.financial,0.004
.marketing,0.004
.management,0.004
.engineering,0.004
.design,0.004
.studio,0.003
.group,0.003
.global,0.003
.partners,0.003
.team,0.003
.cloud,0.003
.store,0.002
.shop,0.002
.world,0.002
.media,0.002
.center,0.002
.network,0.002
